GENERAL INFO
name,null
elevation (m),2390.8433938072994
aspect,null
air temperature (c),null
slope angle (deg),null
profilePrivacy,public
totalSnowDepth (cm),null
freeText,null
collectionTime,Dec 6 2024 13:41 MST
collectionTime (Unix Time),1733517681.0
creator name,HP Marshall
org name,null
241,9.79,null
242,13.47,null
243,7.2,null
244,7.2,null
245,12.57,null
246,12.52,null
247,12.52,null
248,11.38,null
249,11.38,null
250,69.21,null
251,28.83,null
252,29.73,null
253,50.71,null
254,35.84,null
255,51.85,null
256,13.72,null
257,14.07,null
258,23.91,null
259,15.61,null
260,13.12,null
261,14.41,null
262,14.41,null
263,13.92,null
264,13.77,null
265,13.82,null
266,16.35,null
267,16.35,null
268,16.35,null
269,17.55,null
270,13.22,null
271,15.11,null
272,20.78,null
273,16.3,null
274,16.3,null
275,20.78,null
276,19.09,null
277,19.78,null
278,21.67,null
279,20.13,null
280,18.59,null
281,18.59,null
282,19.78,null
283,21.18,null
284,22.57,null
285,20.38,null
286,20.38,null
287,34.6,null
288,26.74,null
289,30.87,null
290,55.23,null
291,55.23,null
292,41.81,null
293,47.93,null
294,42.36,null
295,31.42,null
296,56.33,null
297,51.31,null
298,25.1,null
299,22.42,null
300,22.42,null
301,31.42,null
302,15.51,null
303,14.76,null
304,18.59,null
305,18.59,null
306,22.02,null
307,17.35,null
308,19.34,null
309,22.57,null
310,22.57,null
311,22.92,null
312,21.52,null
313,19.44,null
314,21.97,null
315,22.67,null
316,20.48,null
317,26.35,null
318,23.26,null
319,23.26,null
320,21.67,null
321,23.26,null
322,19.83,null
323,22.87,null
324,22.87,null
325,22.87,null
326,26.74,null
327,19.83,null
328,21.57,null
329,25.3,null
330,25.3,null
331,26.45,null
332,27.04,null
333,27.54,null
334,26.6,null
335,27.84,null
336,25.7,null
337,20.33,null
338,20.33,null
339,22.42,null
340,16.5,null
341,16.5,null
342,19.14,null
343,19.14,null
344,19.14,null
345,12.62,null
346,14.07,null
347,16.4,null
348,12.87,null
349,12.87,null
350,13.12,null
351,12.52,null
352,14.07,null
353,12.18,null
354,12.97,null
355,12.87,null
356,14.07,null
357,15.96,null
358,15.96,null
359,12.18,null
360,14.86,null
361,16.65,null
362,16.65,null
363,13.77,null
364,13.77,null
365,13.77,null
366,17.2,null
367,14.56,null
368,16.65,null
369,15.16,null
370,15.16,null
371,15.66,null
372,15.16,null
373,17.6,null
374,17.0,null
375,19.09,null
376,17.94,null
377,18.19,null
378,22.42,null
379,22.42,null
380,18.74,null
381,18.74,null
382,33.66,null
383,32.81,null
384,27.79,null
385,27.79,null
386,27.79,null
387,26.25,null
388,28.14,null
389,27.94,null
390,25.2,null
391,25.2,null
392,25.7,null
393,25.9,null
394,20.78,null
395,20.78,null
396,21.47,null
397,21.47,null
398,22.92,null
399,20.53,null
400,17.25,null
401,17.25,null
402,19.88,null
403,16.75,null
404,15.96,null
405,18.49,null
406,18.49,null
407,18.49,null
408,14.66,null
409,14.66,null
410,14.96,null
411,14.86,null
412,17.94,null
413,17.94,null
414,15.16,null
415,15.86,null
416,23.61,null
417,23.61,null
418,21.37,null
419,21.37,null
420,23.76,null
421,21.32,null
422,24.11,null
423,24.11,null
424,22.02,null
425,24.76,null
426,25.85,null
427,25.85,null
428,24.56,null
429,24.56,null
430,24.56,null
431,25.1,null
432,25.85,null
433,25.55,null
434,29.18,null
435,29.18,null
436,25.5,null
437,25.5,null
438,27.79,null
439,31.57,null
440,28.83,null
441,30.87,null
442,31.82,null
443,25.35,null
444,26.64,null
445,26.64,null
446,25.7,null
447,36.49,null
448,41.66,null
449,41.66,null
450,27.44,null
451,27.44,null
452,27.44,null
453,33.26,null
454,43.8,null
455,35.99,null
456,37.63,null
457,37.63,null
458,33.66,null
459,37.73,null
460,36.54,null
461,36.54,null
462,38.43,null
463,38.43,null
464,39.17,null
465,40.96,null
466,43.3,null
467,43.3,null
468,41.81,null
469,47.08,null
470,53.25,null
471,46.68,null
472,46.68,null
473,55.43,null
474,58.81,null
475,61.65,null
476,45.34,null
477,45.34,null
478,48.07,null
479,42.01,null
480,49.57,null
481,51.95,null
482,44.44,null
483,44.59,null
484,58.47,null
485,46.38,null
486,58.47,null
487,45.89,null
488,44.59,null
489,47.48,null
490,47.48,null
491,43.8,null
492,46.09,null
493,47.73,null
494,37.38,null
495,37.38,null
496,44.05,null
497,31.37,null
498,34.3,null
499,33.8,null
500,31.62,null
501,33.01,null
502,30.37,null
503,32.46,null
504,27.04,null
505,28.04,null
506,30.37,null
507,30.37,null
508,29.08,null
509,29.43,null
510,29.08,null
511,38.58,null
512,35.5,null
513,37.38,null
514,36.59,null
515,37.68,null
516,34.55,null
517,37.24,null
518,38.18,null
519,41.91,null
520,37.58,null
521,60.06,null
522,60.06,null
523,48.12,null
524,72.24,null
525,70.1,null
526,74.58,null
527,49.76,null
528,62.94,null
529,54.09,null
530,48.12,null
531,45.84,null
532,49.91,null
533,43.45,null
534,47.23,null
535,38.83,null
536,46.14,null
537,46.14,null
538,42.51,null
539,42.11,null
540,45.34,null
541,40.77,null
542,54.04,null
543,45.54,null
544,50.26,null
545,67.07,null
546,57.82,null
547,60.75,null
548,60.95,null
549,62.74,null
550,62.39,null
551,66.37,null
552,66.37,null
553,62.74,null
554,64.83,null
555,60.26,null
556,56.78,null
557,64.23,null
558,67.12,null
559,61.25,null
560,64.13,null
561,69.5,null
562,67.96,null
563,65.13,null
564,72.39,null
565,70.9,null
566,75.72,null
567,73.18,null
568,78.85,null
569,80.84,null
570,78.7,null
571,81.34,null
572,78.85,null
573,78.25,null
574,77.26,null
575,83.72,null
576,67.27,null
577,63.89,null
578,73.23,null
579,61.55,null
580,61.55,null
581,62.99,null
582,59.71,null
583,59.36,null
584,58.42,null
585,61.9,null
586,60.85,null
587,64.28,null
588,60.55,null
589,68.76,null
590,71.84,null
591,68.11,null
592,73.78,null
593,71.94,null
594,58.47,null
595,72.19,null
596,66.97,null
597,60.95,null
598,61.0,null
599,54.79,null
600,58.42,null
601,57.27,null
602,59.21,null
603,58.07,null
604,51.65,null
605,51.65,null
606,58.07,null
607,52.35,null
608,49.67,null
609,50.76,null
610,56.38,null
611,55.58,null
612,62.99,null
613,65.08,null
614,63.59,null
615,71.69,null
616,68.36,null
617,81.59,null
618,81.59,null
619,81.39,null
620,84.42,null
621,87.6,null
622,94.21,null
623,84.42,null
624,94.31,null
625,110.32,null
626,106.74,null
627,107.39,null
628,112.61,null
629,87.5,null
630,88.6,null
631,82.73,null
632,83.72,null
633,75.27,null
634,78.01,null
635,78.01,null
636,73.63,null
637,87.4,null
638,86.91,null
639,79.65,null
640,84.27,null
641,79.0,null
642,88.7,null
643,103.76,null
644,99.04,null
645,105.25,null
646,108.68,null
647,95.86,null
648,99.73,null
649,97.6,null
650,93.52,null
651,104.41,null
652,143.24,null
653,130.71,null
654,165.02,null
655,156.86,null
656,163.87,null
657,147.37,null
658,130.86,null
659,139.31,null
660,111.82,null
661,93.77,null
662,83.82,null
663,69.45,null
664,79.65,null
665,72.34,null
666,75.57,null
667,65.43,null
668,70.95,null
669,65.82,null
670,62.29,null
671,64.83,null
672,59.36,null
673,52.4,null
674,57.37,null
675,51.01,null
676,51.5,null
677,54.29,null
678,50.81,null
679,54.89,null
680,54.89,null
681,54.19,null
682,61.9,null
683,56.38,null
684,61.7,null
685,58.81,null
686,56.53,null
687,66.67,null
688,65.77,null
689,65.23,null
690,68.46,null
691,62.99,null
692,61.8,null
693,66.17,null
694,66.17,null
695,63.89,null
696,66.62,null
697,61.3,null
698,66.62,null
699,62.19,null
700,59.11,null
701,58.42,null
702,65.53,null
703,65.53,null
704,63.69,null
705,64.48,null
706,73.43,null
707,76.61,null
708,70.0,null
709,72.74,null
710,64.98,null
711,72.54,null
712,72.54,null
713,72.54,null
714,66.47,null
715,62.84,null
716,61.5,null
717,61.65,null
718,59.11,null
719,56.33,null
720,72.29,null
721,72.29,null
722,60.95,null
723,58.22,null
724,93.87,null
725,98.54,null
726,68.91,null
727,93.22,null
728,93.22,null
729,111.82,null
730,111.82,null
731,85.31,null
732,80.89,null
733,91.13,null
734,79.85,null
735,83.13,null
736,87.2,null
737,69.75,null
738,64.88,null
739,75.32,null
740,55.33,null
741,51.95,null
742,62.15,null
743,62.44,null
744,62.44,null
745,59.46,null
746,55.13,null
747,58.86,null
748,55.73,null
749,51.6,null
750,55.43,null
751,54.09,null
752,59.86,null
753,57.47,null
754,56.92,null
755,53.99,null
756,57.52,null
757,57.82,null
758,57.82,null
759,56.92,null
760,52.25,null
761,52.75,null
762,47.58,null
763,47.58,null
764,47.58,null
765,54.79,null
766,50.56,null
767,62.29,null
768,62.34,null
769,78.06,null
770,78.06,null
771,72.14,null
772,84.17,null
773,97.2,null
774,89.44,null
775,99.24,null
776,93.42,null
777,93.77,null
778,93.02,null
779,86.71,null
780,72.88,null
781,75.67,null
782,77.86,null
783,79.25,null
784,74.87,null
785,70.15,null
786,72.14,null
787,70.95,null
788,72.49,null
789,71.59,null
790,70.3,null
791,69.35,null
792,68.81,null
793,75.77,null
794,75.87,null
795,77.91,null
796,77.11,null
797,75.67,null
798,82.68,null
799,79.05,null
800,90.34,null
801,87.1,null
802,84.82,null
803,72.14,null
804,77.41,null
805,71.24,null
806,64.38,null
807,71.84,null
808,54.39,null
809,65.03,null
810,54.39,null
811,52.0,null
812,49.42,null
813,50.56,null
814,57.57,null
815,53.2,null
816,61.8,null
817,60.95,null
818,74.53,null
819,76.66,null
820,82.33,null
821,80.94,null
822,80.69,null
823,76.61,null
824,84.87,null
825,74.97,null
826,73.63,null
827,80.69,null
828,71.89,null
829,67.27,null
830,65.18,null
831,69.6,null
832,63.69,null
833,69.3,null
834,62.05,null
835,68.06,null
836,64.88,null
837,71.44,null
838,75.62,null
839,71.34,null
840,73.38,null
841,64.33,null
842,61.45,null
843,65.68,null
844,63.44,null
845,63.64,null
846,57.32,null
847,60.95,null
848,67.27,null
849,69.65,null
850,64.03,null
851,58.32,null
852,60.45,null
853,64.28,null
854,66.32,null
855,65.03,null
856,71.09,null
857,75.62,null
858,85.41,null
859,79.8,null
860,60.16,null
861,43.65,null
862,48.22,null
863,30.72,null
864,31.57,null
865,29.83,null
866,31.62,null
867,31.32,null
868,31.57,null
869,25.8,null
870,32.06,null
871,26.6,null
872,34.45,null
873,32.66,null
874,40.91,null
875,35.35,null
876,43.7,null
877,46.53,null
878,42.75,null
879,43.95,null
880,46.04,null
881,43.8,null
882,51.46,null
883,50.51,null
884,41.46,null
885,48.72,null
886,44.39,null
887,37.98,null
888,46.04,null
889,37.04,null
890,37.04,null
891,39.67,null
892,40.17,null
893,42.06,null
894,38.13,null
895,34.4,null
896,37.19,null
897,35.54,null
898,33.75,null
899,36.69,null
900,39.27,null
901,40.07,null
902,40.22,null
903,33.95,null
904,33.71,null
905,36.94,null
906,39.42,null
907,38.08,null
908,34.65,null
909,38.38,null
910,36.49,null
911,41.61,null
912,39.37,null
913,41.61,null
914,38.58,null
915,46.48,null
916,38.98,null
917,41.56,null
918,41.56,null
919,47.23,null
920,38.73,null
921,34.4,null
922,40.07,null
923,34.35,null
924,33.46,null
925,36.94,null
926,39.77,null
927,42.16,null
928,38.08,null
929,37.04,null
930,35.99,null
931,39.92,null
932,37.88,null
933,41.51,null
934,39.62,null
935,39.77,null
936,39.82,null
937,41.51,null
938,42.56,null
939,45.29,null
940,41.11,null
941,36.79,null
942,34.55,null
943,42.85,null
944,39.97,null
945,37.88,null
946,42.26,null
947,41.91,null
948,40.62,null
949,42.9,null
950,42.46,null
951,33.11,null
952,40.91,null
953,37.29,null
954,35.94,null
955,34.15,null
956,34.4,null
957,33.46,null
958,34.65,null
959,32.11,null
960,25.55,null
961,31.62,null
962,28.63,null
963,28.98,null
964,25.75,null
965,26.2,null
966,28.68,null
967,34.55,null
968,29.43,null
969,32.21,null
970,25.95,null
971,32.66,null
972,30.62,null
973,30.22,null
974,36.19,null
975,28.09,null
976,33.51,null
977,33.51,null
978,31.87,null
979,28.68,null
980,30.18,null
981,23.36,null
982,23.96,null
983,17.35,null
984,19.09,null
985,14.02,null
986,10.93,null
987,16.0,null
988,23.76,null
